,id,popularity,budget,revenue,original_title,director,keywords,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
152,244458,1.02762,0,0,The Voices,Marjane Satrapi,violence|psychiatrist|dark|evil|woman director,101,Horror,2015-02-06,371,6.0,2015,0.0,0.0
153,308504,1.021441,0,3643591,Last Knights,Kazuaki Kiriya,loyalty|emperor|castle|sword fight|revenge,115,Action,2015-04-03,237,6.3,2015,0.0,3352102.24507501
156,157843,0.973316,15000000,0,Queen of the Desert,Werner Herzog,middle east|persia|adventurer,128,Drama,2015-09-03,30,6.0,2015,13799993.9280026,0.0
157,275601,0.956096,18000000,41325328,Ricki and the Flash,Jonathan Demme,homophobia|rock star|aging|family relationships|divorce,100,Comedy,2015-07-10,152,5.5,2015,16559992.713603199,38019285.0315145
158,290762,0.9536469999999999,0,0,Miss You Already,Catherine Hardwicke,female friendship|music|friendship|love|cancer,112,Comedy,2015-09-12,139,7.2,2015,0.0,0.0
159,251516,0.953046,630019,0,Kung Fury,David Sandberg,video game|martial arts|kung fu|hacker|nazis,31,Action,2015-05-28,487,7.7,2015,579617.224968421,0.0
161,324807,0.9384319999999999,0,1936524,A Bigger Splash,Luca Guadagnino,italy|fish|rock star|vacation|rock concert,120,Crime,2015-11-26,69,5.8,2015,0.0,1781601.29609542
162,252512,0.9376200000000001,10000000,7587485,While We're Young,Noah Baumbach,marriage|middle age,97,Drama,2015-03-27,265,5.9,2015,9199995.95200178,6980483.12858742
163,257091,0.9273389999999999,40000000,106511453,Get Hard,Etan Cohen,prison|training|framed|embezzlement,100,Comedy,2015-03-26,661,5.9,2015,36799983.808007106,97990493.6441828
165,347969,0.913085,60000000,0,The Ridiculous 6,Frank Coraci,wild west,119,Comedy,2015-12-11,252,4.8,2015,55199975.71201059,0.0
166,237756,0.90686,0,0,Kill Me Three Times,Kriv Stenders,assassin|dark comedy,90,Comedy,2015-04-10,96,5.1,2015,0.0,0.0
167,293646,0.9060360000000001,25000000,24902723,The 33,Patricia Riggen,mining|chile|based on true story|survival|woman director,120,History,2015-08-06,262,5.8,2015,22999989.8800044,22910495.079382103
168,245168,0.898295999999999,14000000,16002420,Suffragette,Sarah Gavron,london|biography|feminist|period drama|woman director,106,Drama,2015-10-16,231,7.1,2015,12879994.3328024,14722219.9222232
169,311291,0.8944770000000001,0,0,45 Years,Andrew Haigh,secret|marriage,95,Drama,2015-08-28,167,6.0,2015,0.0,0.0
170,301351,0.880937999999999,6000000,11122090,We Are Your Friends,Max Joseph,dj,96,Drama,2015-08-26,412,6.2,2015,5519997.57120106,10232318.297779901
171,248574,0.880268,0,6075,Barely Lethal,Kyle Newman,assassin|high school,96,Adventure,2015-04-30,215,5.5,2015,0.0,5588.997540841079
172,225728,0.874641,0,13192457,Macbeth,Justin Kurzel,scotland|shakespeare|medieval,113,History,2015-08-16,269,6.4,2015,0.0,12137055.0996957
173,326425,0.872149,0,16775,Extraction,Steven C. Miller,terrorist|kidnapping|ex cia agent|rescue operation,83,Action,2015-12-18,57,4.2,2015,0.0,15432.9932094829
174,342474,0.8611790000000001,0,0,Jenny's Wedding,Mary Agnes Donoghue,woman director,94,Comedy,2015-07-31,92,5.2,2015,0.0,0.0
175,277217,0.848748,0,0,Descendants,Kenny Ortega,fairy tale|villain|musical|teen movie|teenager,112,Music,2015-07-31,262,6.7,2015,0.0,0.0
176,207936,0.843174,0,0,Tumbledown,Sean Mewshaw,widow|biography|writer|folk singer,105,Music,2015-04-18,22,6.6,2015,0.0,0.0
177,250734,0.842202,0,30229977,Far from the Madding Crowd,Thomas Vinterberg,sheep|rural setting|housekeeper,119,Romance,2015-05-01,220,6.9,2015,0.0,27811566.6029106
179,268238,0.8324870000000001,10000000,85978266,The Second Best Exotic Marigold Hotel,John Madden,old people's home,122,Drama,2015-02-26,196,6.4,2015,9199995.95200178,79099969.91601321
181,322456,0.821443,0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,dc comics|based on comic book|super powers|lego,48,Action,2015-02-10,14,6.4,2015,0.0,0.0
183,222936,0.814206,37000000,26250020,Aloha,Cameron Crowe,hawaii|military,105,Adventure,2015-05-27,469,5.2,2015,34039985.0224065,24150007.7739965
184,316002,0.813893,26000000,0,Accidental Love,David O. Russell|Stephen Greene,one-night stand|romantic comedy|accidental love,100,Romance,2015-02-10,64,3.6,2015,23919989.475204602,0.0
185,365806,0.810667,0,0,Halo: The Fall of Reach,Ian Kirby,video game|based on novel|space war|animation|halo,67,Action,2015-10-27,32,5.3,2015,0.0,0.0
186,10317,0.795762,28000000,7002261,Our Brand Is Crisis,David Gordon Green,political campaign|south america,108,Drama,2015-09-11,122,5.7,2015,25759988.665604897,6442077.28548599
187,334538,0.792471,0,0,Into the Forest,Patricia Rozema,female nudity|rape|fire|dancer|based on novel,101,Drama,2015-06-03,57,5.1,2015,0.0,0.0
188,306947,0.7879689999999989,0,231737,The Invitation,Karyn Kusama,psychological thriller|psycho thriller|woman director|reunited friends|dinner party,100,Thriller,2015-03-13,192,6.4,2015,0.0,213197.946192903
190,382517,0.7739090000000001,0,0,Open Season: Scared Silly,David Feiss,bear|open season|elliot|boog,85,Animation,2015-12-31,33,5.6,2015,0.0,0.0
191,310133,0.77107,0,134552,Cop Car,Jon Watts,sheriff|colorado|murder|suspense|shootout,86,Thriller,2015-08-07,174,5.5,2015,0.0,123787.785533374
193,288036,0.758133,0,3214116,Sleeping with Other People,Leslye Headland,sex|cheating|love|male female relationship|woman director,100,Comedy,2015-06-26,197,6.2,2015,0.0,2956985.41892641
195,331781,0.738404,0,8413144,Amy,Asif Kapadia,jazz|drug addiction|overdose|biography|addiction,128,Documentary,2015-07-03,345,7.5,2015,0.0,7740089.0743608
196,253161,0.7299,0,0,Madame Bovary,Sophie Barthes,period piece|social status|extramarital affair|woman director,118,Drama,2015-06-04,52,5.3,2015,0.0,0.0
197,312831,0.719407,0,0,The Hallow,Corin Hardy,baby|fairy tale|tree|transformation|mill,97,Fantasy,2015-11-06,122,4.9,2015,0.0,0.0
198,316322,0.7141310000000001,0,0,Barbie in Princess Power,Zeke Norton,barbie|princess|super powers,74,Family,2015-01-29,13,5.5,2015,0.0,0.0
199,301846,0.7073550000000001,0,0,Howl,Paul Hyett,england|fire|conductor|chase|transformation,89,Horror,2015-10-01,62,4.9,2015,0.0,0.0
200,306745,0.706023,7000000,573335,Freeheld,Peter Sollett,new jersey|equality|lesbian couple|cancer,103,Romance,2015-10-02,86,7.1,2015,6439997.16640124,527467.967914094
201,332340,0.7013699999999989,0,0,Man Up,Ben Palmer,bowling|blind date|party|mistaken identity|wedding anniversary,88,Romance,2015-05-29,264,6.5,2015,0.0,0.0
202,292431,0.699932,3000000,695269,Love,Gaspar NoÃ©,paris|sex|sexuality|cocaine|nudity,134,Drama,2015-07-06,307,4.7,2015,2759998.78560053,639647.198555232
203,300693,0.69957,9600000,2541554,Truth,James Vanderbilt,document|biography|one word title|tv reporter|directorial debut,121,Drama,2015-09-12,89,6.4,2015,8831996.11392171,2338228.65117939
204,333381,0.696184,0,0,Return to Sender,Fouad Mikati,date|prison|nurse|rape|flirting,95,Thriller,2015-05-31,88,5.0,2015,0.0,0.0
205,256924,0.690479,10000000,10835752,Danny Collins,Dan Fogelman,rock star|middle age,107,Comedy,2015-03-20,114,6.6,2015,9199995.95200178,9968887.45368952
206,253414,0.6895789999999989,15000000,3020664,Rock the Kasbah,Barry Levinson,jealousy|ex-boyfriend|afghanistan|record producer|last chance,100,Comedy,2015-10-22,56,5.1,2015,13799993.9280026,2779009.65723575
207,254172,0.689571,2240000,0,Fathers and Daughters,Gabriele Muccino,widow|mental breakdown|family,116,Drama,2015-10-01,142,7.0,2015,2060799.09324839,0.0
208,320588,0.6737920000000001,1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,dating|middle age,95,Comedy,2015-11-27,87,6.6,2015,919999.595200178,13289393.2326669
209,157544,0.669351,13000000,1784763,The Vatican Tapes,Mark Neveldine,exorcism|anti-christ|exorcists,91,Thriller,2015-07-24,164,4.5,2015,11959994.737602301,1641981.23752825
210,283235,0.661471,8000000,1411927,99 Homes,Ramin Bahrani,florida|motel|finances|single father|mother son relationship,112,Drama,2015-09-25,121,6.8,2015,7359996.76160142,1298972.2684521999
211,243938,0.6611630000000001,14000000,12314651,Hot Tub Time Machine 2,Steve Pink,time travel|sequel|hot tub|duringcreditsstinger,93,Comedy,2015-02-20,244,5.0,2015,12879994.3328024,11329473.935031401
212,86835,0.654335,0,0,Knight of Cups,Terrence Malick,celebrity|money|temptation|wealthy man|excess,118,Romance,2015-09-10,101,5.7,2015,0.0,0.0
214,309242,0.649628,0,0,Mississippi Grind,Ryan Fleck|Anna Boden,poker|gambling|casino|new orleans|roulette,108,Drama,2015-07-04,74,5.7,2015,0.0,0.0
215,332502,0.644786,0,0,400 Days,Matt Osterman,spacecraft|experiment|simulation|space|astronaut,91,Mystery,2015-10-29,98,4.2,2015,0.0,0.0
216,286192,0.640151,0,0,Lava,James Ford Murphy,pixar animated short|animation|pixar|short,7,Animation,2015-06-19,298,7.3,2015,0.0,0.0
221,338676,0.606113,0,0,Extinction,Miguel Ãngel Vivas,mutant|thriller|zombies|zombie apocalypse,110,Drama,2015-08-07,135,5.3,2015,0.0,0.0
223,232572,0.602165,8000000,35991087,A Walk in the Woods,Ken Kwapis,hiking|backpacker|friends|appalachian trail,104,Drama,2015-09-02,171,5.4,2015,7359996.76160142,33111785.4708143
224,112454,0.599751,0,0,Clown,Jon Watts,clown|boy|murder|blood|child murder,100,Horror,2015-03-02,182,5.2,2015,0.0,0.0
225,243940,0.599655,3300000,64110728,The Lazarus Effect,David Gelb,terror|experiment|afterlife|paranormal|violence,83,Thriller,2015-01-29,327,4.9,2015,3035998.66416058,58981843.80798871
226,321528,0.589472,0,0,Batman vs. Robin,Jay Oliva,gotham city|robin|super powers|dollmaker|court of owls,72,Action,2015-04-14,142,6.8,2015,0.0,0.0
227,317744,0.586735,8000000,0,Careful What You Wish For,Elizabeth Allen Rosenbaum,woman director,91,Thriller,2015-05-06,57,5.4,2015,7359996.76160142,0.0
228,300792,0.584363,0,0,Racing Extinction,Louie Psihoyos,animal species|earth|scientist|globe|activist,90,Adventure,2015-01-24,36,7.8,2015,0.0,0.0
229,239573,0.577814,35000000,14431253,Unfinished Business,Ken Scott,europe|business trip,90,Comedy,2015-03-05,241,4.9,2015,32199985.8320062,13276746.918231301
230,167810,0.570743999999999,2000000,45431,Lost River,Ryan Gosling,underworld|lost city,95,Fantasy,2015-04-08,129,5.7,2015,1839999.19040035,41796.5016095392
233,334527,0.560743999999999,7000000,0,Criminal Activities,Jackie Earle Haley,mobster|money problems|borrow|trouble|classmates,94,Thriller,2015-11-20,67,5.9,2015,6439997.16640124,0.0
234,300153,0.560423,12000000,0,Life,Anton Corbijn,james dean|magazine|biography|celebrity|buddy,112,Drama,2015-07-24,75,5.9,2015,11039995.1424021,0.0
235,228203,0.553238,0,45710059,"McFarland, USA",Niki Caro,california|small town|coach|championship|woman director,128,Drama,2015-02-20,139,7.4,2015,0.0,42053235.776576206
237,278236,0.5478270000000001,0,0,X+Y,Morgan Matthews,child prodigy|mathematics|death of father|coming of age|teenager,111,Drama,2015-03-13,133,6.0,2015,0.0,0.0
238,276839,0.546458,3000000,0,Home Sweet Hell,Anthony Burns,wife|murder|black comedy|suburbia|drug,98,Drama,2015-03-13,136,4.9,2015,2759998.78560053,0.0
239,326215,0.542568,6000000,0,Ooops! Noah is Gone...,Toby Genkel|Sean McCormack,adventure|animal|noah's ark,85,Animation,2015-04-09,50,5.7,2015,5519997.57120106,0.0
241,318256,0.532239,0,0,Hot Girls Wanted,Jill Bauer|Ronna Gradus,porno star|craigslist|woman director|sex trade|porno filmmaking,84,Documentary,2015-05-29,158,5.9,2015,0.0,0.0
242,299245,0.532205,100000,42664410,The Gallows,Travis Cluff|Chris Lofing,gallows|high school|tragedy|hanging|found footage,87,Horror,2015-07-10,247,5.0,2015,91999.95952001779,39251239.9294544
243,333344,0.52985,0,0,Dirty Weekend,Neil LaBute,sex|hotel|airport|infidelity|homosexuality,93,Drama,2015-09-04,12,4.8,2015,0.0,0.0
244,357096,0.527957,0,0,I Spit on Your Grave III: Vengeance is Mine,R.D. Braunstein,male nudity|rape|detective|nudity|group therapy,91,Horror,2015-10-09,100,5.0,2015,0.0,0.0
245,309299,0.526642,0,0,Experimenter,Michael Almereyda,experiment|biography|controversy,97,History,2015-10-16,94,6.9,2015,0.0,0.0
246,314385,0.524315,10000000,3334927,By the Sea,Angelina Jolie,france|hotel|1970s|grief|travel,122,Drama,2015-11-12,82,5.4,2015,9199995.95200178,3068131.49002214
247,333596,0.52025,0,0,Woodlawn,Andrew Erwin|Jon Erwin,sport|racism,123,Drama,2015-10-16,32,6.8,2015,0.0,0.0
248,361042,0.516954,0,0,The Hollow,Sheldon Wilson,monster|island|halloween|curse|storm,90,Horror,2015-10-24,19,5.1,2015,0.0,0.0
249,353686,0.515401,0,0,Visions,Kevin Greutert,horror|vision|pregnant|sight,80,Thriller,2015-08-28,67,5.5,2015,0.0,0.0
250,318954,0.514735,0,1236094,Beyond the Mask,Chad Burns,mercenary,103,Action,2015-04-06,13,6.2,2015,0.0,1137205.97962936
251,289191,0.513386,0,0,I Am Here,Anders Morgenthaler,prostitute|border|black market|business woman|mortal danger,97,Drama,2015-06-12,18,4.0,2015,0.0,0.0
253,252164,0.5048279999999989,0,0,Pressure,Ron Scalpello,survival,91,Drama,2015-06-04,29,5.0,2015,0.0,0.0
254,360784,0.5024890000000001,0,0,Hidden,Ross Duffer|Matt Duffer,helicopter|underground|nightmare|quarantine|outbreak,83,Thriller,2015-09-15,96,6.5,2015,0.0,0.0
255,336313,0.49726499999999996,0,157768,Hell & Back,Tom Gianas|Ross Shuman,orpheus|carnival|hell|stop motion animation|devil,86,Fantasy,2015-10-02,47,4.3,2015,0.0,145146.496135541
256,240483,0.48635100000000003,21000000,0,Robot Overlords,Jon Wright,invasion|robot,90,Adventure,2015-01-29,63,4.9,2015,19319991.4992037,0.0
257,321494,0.482422,0,0,The Man with the Iron Fists 2,Roel ReinÃ©,martial arts|sequel|revenge|slave,90,Action,2015-03-10,43,4.7,2015,0.0,0.0
260,264337,0.475473,0,0,Spare Parts,Sean McNamara,m.i.t.|hispanic|high school student|robotics club|car parts,83,Action,2015-01-16,38,6.6,2015,0.0,0.0
261,289716,0.474788,0,0,The World Made Straight,David Burris,appalachia|appalachian,119,Drama,2015-01-09,13,5.8,2015,0.0,0.0
262,296065,0.47462600000000005,0,0,Last Shift,Anthony DiBlasi,mask|telephone|supernatural|hell|cop,88,Horror,2015-10-06,77,5.6,2015,0.0,0.0
263,337029,0.473344,0,0,Frankenstein,Bernard Rose,frankenstein,89,Horror,2015-11-03,14,4.5,2015,0.0,0.0
264,317952,0.471393,0,0,Cartel Land,Matthew Heineman,mexico|arizona|cocaine|crack|murder,100,Drama,2015-07-03,112,7.5,2015,0.0,0.0
265,325358,0.471091,20000000,0,Superfast!,Jason Friedberg|Aaron Seltzer,spoof|automobile racing,99,Comedy,2015-03-05,60,4.4,2015,18399991.9040035,0.0
267,340275,0.470124,0,0,Chi-Raq,Spike Lee,chicago,127,Music,2015-12-04,33,5.9,2015,0.0,0.0
268,309887,0.467556,5300000,0,Bad Asses on the Bayou,Craig Moss,louisiana|kidnapping,85,Comedy,2015-03-06,24,5.8,2015,4875997.85456094,0.0
269,302429,0.465707,0,13603453,Strange Magic,Gary Rydstrom,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,99,Music,2015-01-23,68,6.1,2015,0.0,12515171.2533246
270,253331,0.46208999999999995,9000000,21571189,Black or White,Mike Binder,grieving widower|widower,121,Drama,2015-01-30,72,6.7,2015,8279996.356801599,19845485.147986498
271,293771,0.45959700000000003,0,0,Dead Rising,Zach Lipovsky,chain saw|infection|quarantine|zombies|based on video game,118,Horror,2015-03-27,82,4.9,2015,0.0,0.0
272,323373,0.454151,0,0,Deathgasm,Jason Lei Howden,new zealand|college|friendship|teenage boy|metal band,86,Comedy,2015-08-28,83,6.5,2015,0.0,0.0
273,323027,0.45293900000000004,0,0,Justice League: Gods and Monsters,Sam Liu,dc comics|superhero|super powers,76,Action,2015-07-28,99,6.9,2015,0.0,0.0
274,297806,0.45087200000000005,13000000,1646788,I Saw the Light,Marc Abraham,country music|biography|music|country singer,123,Drama,2015-09-11,19,5.6,2015,11959994.737602301,1515044.29338051
275,253626,0.45016000000000006,0,316472,Good Kill,Andrew Niccol,pilot|suspicion|drone|u.s. military|air force base,104,Action,2015-04-09,132,5.7,2015,0.0,291154.11189219
276,354251,0.44426499999999997,0,0,Southbound,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,anthology|woman director|horror anthology,89,Fantasy,2015-09-17,73,6.0,2015,0.0,0.0
279,355338,0.44283500000000003,0,0,Riley's First Date?,Josh Cooley,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,5,Animation,2015-11-03,137,7.3,2015,0.0,0.0
280,271736,0.44242700000000007,0,3286448,The Program,Stephen Frears,biography|sport|tour de france,103,Drama,2015-09-16,107,5.9,2015,0.0,3023530.82964643
282,293970,0.441882,0,0,The Final Girls,Todd Strauss-Schulson,virgin|summer camp|movie in movie|murder|slow motion scene,91,Horror,2015-10-09,211,6.6,2015,0.0,0.0
284,364067,0.43959799999999893,0,0,A Very Murray Christmas,Sofia Coppola,woman director|christmas,56,Comedy,2015-12-04,101,5.4,2015,0.0,0.0
285,318922,0.438409,0,0,Kill Your Friends,Owen Harris,magazine|music,100,Thriller,2015-11-06,54,5.5,2015,0.0,0.0
287,266639,0.43558199999999997,5000000,2333684,Jem and the Holograms,Jon M. Chu,secret identity|hologram|based on cartoon|based on tv series|rock band,119,Drama,2015-10-22,69,5.7,2015,4599997.97600089,2146988.33532513
288,274504,0.43307299999999893,0,0,The Adderall Diaries,Pamela Romanowsky,based on novel|woman director,105,Thriller,2015-04-16,23,4.8,2015,0.0,0.0
289,244316,0.429892,10000000,0,Grizzly,David Hackl,grizzly bear|wilderness|alaska|survival|bear,94,Action,2015-02-27,35,5.0,2015,9199995.95200178,0.0
290,352208,0.427116,0,0,Where to Invade Next,Michael Moore,germany|italy|france|usa|portugal,120,Documentary,2015-12-23,67,7.2,2015,0.0,0.0
291,283587,0.424813,6000000,90777,Beasts of No Nation,Cary Fukunaga,africa|based on novel|child soldier,137,Drama,2015-09-11,306,7.5,2015,5519997.57120106,83514.8032534865
292,311539,0.42316099999999995,0,0,A Christmas Horror Story,Grant Harvey|Steven Hoban|Brett Sullivan,santa claus|christmas|krampus,99,Horror,2015-10-02,56,5.6,2015,0.0,0.0
295,363483,0.417191,0,0,12 Gifts of Christmas,Peter Sullivan,christmas,84,Family,2015-11-26,12,6.3,2015,0.0,0.0
298,354220,0.370258,0,0,The Girl in the Photographs,Nick Simon,serial killer|tied feet|tied up while barefoot,95,Crime,2015-09-14,10,4.7,2015,0.0,0.0
